countryname,year,v2xps_party,PI_7,normalPS,avg_psi,avg_pi7,avg_nps
Austria,1929,0.892153855591681,0.598574984071322,0.7078095297298337,0.7404919943561745,0.3640185909009757,0.6127520253834722
Austria,1930,0.892153855591681,0.598574984071322,0.7078095297298337,0.763624317526532,0.39605664150329417,0.6257359270082173
Austria,1931,0.892153855591681,0.598574984071322,0.7078095297298337,0.7543992109969657,0.38025275963652083,0.6193311663068146
Austria,1932,0.892153855591681,0.598574984071322,0.7078095297298337,0.7667438996191833,0.40071325194665464,0.627623088391781
Austria,1945,0.883197349855837,0.6271619484361025,0.7193948267776992,0.6871304241137515,0.4882519521870716,0.6630994626065525
Austria,1946,0.883197349855837,0.5784742297365503,0.6996633968672131,0.7647926271630339,0.5034752130288883,0.6692689179092943
Austria,1947,0.883197349855837,0.5784742297365503,0.6996633968672131,0.7987902582663641,0.5083103320529153,0.6712284225786377
Austria,1948,0.883197349855837,0.5784742297365503,0.6996633968672131,0.7723475269638082,0.522146908741816,0.6768359032828141
Austria,1949,0.883197349855837,0.5784742297365503,0.6996633968672131,0.7821890856827364,0.5446516872300503,0.6859563030725807
Austria,1950,0.872707195877554,0.5521148366808049,0.688980856578728,0.7688062293618543,0.5237148530201196,0.6774713362720204
Austria,1951,0.872707195877554,0.5521148366808049,0.688980856578728,0.7687744987085624,0.5214693290550529,0.6765613039289065
Austria,1952,0.872707195877554,0.5521148366808049,0.688980856578728,0.786005608205315,0.5008321967241746,0.6681977958201583
Austria,1953,0.872707195877554,0.5521148366808049,0.688980856578728,0.7878796274125276,0.5042485837726307,0.6695823380290403
Austria,1954,0.872707195877554,0.5521148366808049,0.688980856578728,0.7809279338690878,0.5025259104159597,0.668884198754831
Austria,1955,0.872707195877554,0.5521148366808049,0.688980856578728,0.7711616393075849,0.4886366037126672,0.6632553484196481
Austria,1956,0.882277160910374,0.5471969723986391,0.6869878181496399,0.740879766951787,0.4366069803933266,0.642169561424169
Austria,1957,0.881909085332188,0.5456987753129874,0.6863806512587438,0.739584955461282,0.4327574270259036,0.6406094720528697
Austria,1958,0.881909085332188,0.5456987753129874,0.6863806512587438,0.7602866347115166,0.4582247436250238,0.6509304849469966
Austria,1959,0.881909085332188,0.5456987753129874,0.6863806512587438,0.7576945885025144,0.46157242943079563,0.6522871849445161
Austria,1960,0.881909085332188,0.5456987753129874,0.6863806512587438,0.7360455843057139,0.41760430325785114,0.6344684408536199
Austria,1961,0.881909085332188,0.5456987753129874,0.6863806512587438,0.7289694026475761,0.39676719732434546,0.6260238904362654
